id,moodle_course_id,shortname,fullname,displayname,idnumber,summary,summaryformat,format,visible,startdate,enddate,timecreated,timemodified,enablecompletion,showactivitydates,showcompletionconditions,courseformatoptions,raw_payload,created_at,updated_at,categoria_id,curso_id
20,74,ORIGAMI-FC-2026,Artesanato em Papel - Origami,Artesanato em Papel - Origami,CQP2026_PCD_FC_ORIGAMI,"<p>Curso destinado ao desenvolvimento de habilidades manuais por meio da arte de dobradura em papel, com foco na criação de peças decorativas, utilitárias e artísticas. A formação contempla técnicas básicas e intermediárias de origami, coordenação motora, percepção espacial, criatividade e acabamento, contribuindo para o fortalecimento de práticas artesanais e possibilidades de aplicação cultural, educativa e produtiva.</p>",1,topics,t,1773705600,1805241600,1773659311,1773659311,t,t,t,"[{""name"": ""hiddensections"", ""value"": 1}, {""name"": ""coursedisplay"", ""value"": 0}]","{""id"": 74, ""format"": ""topics"", ""enddate"": 1805241600, ""summary"": ""<p>Curso destinado ao desenvolvimento de habilidades manuais por meio da arte de dobradura em papel, com foco na criação de peças decorativas, utilitárias e artísticas. A formação contempla técnicas básicas e intermediárias de origami, coordenação motora, percepção espacial, criatividade e acabamento, contribuindo para o fortalecimento de práticas artesanais e possibilidades de aplicação cultural, educativa e produtiva.</p>"", ""visible"": true, ""contacts"": [], ""fullname"": ""Artesanato em Papel - Origami"", ""idnumber"": ""CQP2026_PCD_FC_ORIGAMI"", ""shortname"": ""ORIGAMI-FC-2026"", ""sortorder"": null, ""startdate"": 1773705600, ""categoryid"": 55, ""courseimage"": null, ""displayname"": ""Artesanato em Papel - Origami"", ""timecreated"": 1773659311, ""categoryname"": null, ""customfields"": [], ""summaryfiles"": [], ""timemodified"": 1773659311, ""overviewfiles"": [], ""showshortname"": false, ""summaryformat"": 1, ""enablecompletion"": true, ""enrollmentmethods"": [], ""showactivitydates"": true, ""courseformatoptions"": [{""name"": ""hiddensections"", ""value"": 1}, {""name"": ""coursedisplay"", ""value"": 0}], ""showcompletionconditions"": true}",2026-03-18 11:27:39.785023-04,2026-03-18 11:27:39.785035-04,13,19
