id,nome,carga_horaria,unidade_id,sigla,eixo_tecnologico,area_curso_id,moodle_course_id,moodle_shortname,tipo_curso
19,Artesanato em Papel - Origami,0,1,ORIGAMI-FC-2026,"",,74,ORIGAMI-FC-2026,formacao_inicial
